T|10003|10003|เจริญกรุงตัดใหม่|20250401|1|20250328|08:59|1250|002|น้ำดื่ม 1500CC|1|0|0|1|1||0|18|0|W02|Water Point - S|เติม 900 บาท รับ น้ำดื่ม 1500CC 1 ขวด TOPUP 2000 รับเพิ่ม 1 ขวด สมาชิกบางจากรับเพิ่ม 1 ขวด
T|10003|10003|เจริญกรุงตัดใหม่|20250401|5|20250328|10:24|1254|002|น้ำดื่ม 1500CC|3|1|1|5|5|7896620000188073|0|18|0|W02|Water Point - S|เติม 900 บาท รับ น้ำดื่ม 1500CC 1 ขวด TOPUP 2000 รับเพิ่ม 1 ขวด สมาชิกบางจากรับเพิ่ม 1 ขวด
T|10003|10003|เจริญกรุงตัดใหม่|20250401|7|20250328|10:52|1256|002|น้ำดื่ม 1500CC|1|0|0|1|1||0|18|0|W02|Water Point - S|เติม 900 บาท รับ น้ำดื่ม 1500CC 1 ขวด TOPUP 2000 รับเพิ่ม 1 ขวด สมาชิกบางจากรับเพิ่ม 1 ขวด
T|10003|10003|เจริญกรุงตัดใหม่|20250401|8|20250328|10:58|1257|002|น้ำดื่ม 1500CC|1|0|0|1|1||0|18|0|W02|Water Point - S|เติม 900 บาท รับ น้ำดื่ม 1500CC 1 ขวด TOPUP 2000 รับเพิ่ม 1 ขวด สมาชิกบางจากรับเพิ่ม 1 ขวด
T|10003|10003|เจริญกรุงตัดใหม่|20250401|9|20250328|13:41|1258|002|น้ำดื่ม 1500CC|2|0|0|2|2||0|18|0|W02|Water Point - S|เติม 900 บาท รับ น้ำดื่ม 1500CC 1 ขวด TOPUP 2000 รับเพิ่ม 1 ขวด สมาชิกบางจากรับเพิ่ม 1 ขวด
T|10003|10003|เจริญกรุงตัดใหม่|20250401|10|20250328|13:45|1259|002|น้ำดื่ม 1500CC|1|0|2|3|3|7896620000188568|0|18|0|W02|Water Point - S|เติม 900 บาท รับ น้ำดื่ม 1500CC 1 ขวด TOPUP 2000 รับเพิ่ม 1 ขวด สมาชิกบางจากรับเพิ่ม 1 ขวด
T|10003|10003|เจริญกรุงตัดใหม่|20250401|12|20250328|13:51|1261|002|น้ำดื่ม 1500CC|1|0|1|2|2|7896620000188568|0|18|0|W02|Water Point - S|เติม 900 บาท รับ น้ำดื่ม 1500CC 1 ขวด TOPUP 2000 รับเพิ่ม 1 ขวด สมาชิกบางจากรับเพิ่ม 1 ขวด
T|10003|10003|เจริญกรุงตัดใหม่|20250401|14|20250328|13:58|1263|002|น้ำดื่ม 1500CC|1|0|0|1|1||0|18|0|W02|Water Point - S|เติม 900 บาท รับ น้ำดื่ม 1500CC 1 ขวด TOPUP 2000 รับเพิ่ม 1 ขวด สมาชิกบางจากรับเพิ่ม 1 ขวด
T|10003|10003|เจริญกรุงตัดใหม่|20250401|15|20250328|14:03|1264|002|น้ำดื่ม 1500CC|1|0|1|2|2|7896620000186142|0|18|0|W02|Water Point - S|เติม 900 บาท รับ น้ำดื่ม 1500CC 1 ขวด TOPUP 2000 รับเพิ่ม 1 ขวด สมาชิกบางจากรับเพิ่ม 1 ขวด
T|10003|10003|เจริญกรุงตัดใหม่|20250401|29|20250401|15:34|1278|002|น้ำดื่ม 1500CC|2|0|1|3|3|7896641000000500|0|18|0|W02|Water Point - S|เติม 900 บาท รับ น้ำดื่ม 1500CC 2 ขวด TOPUP 2000 รับเพิ่ม 1 ขวด สมาชิกบางจากรับเพิ่ม 1 ขวด
T|10003|10003|เจริญกรุงตัดใหม่|20250401|30|20250401|15:34|1279|002|น้ำดื่ม 1500CC|1|0|0|1|1||0|18|0|W02|Water Point - S|เติม 900 บาท รับ น้ำดื่ม 1500CC 1 ขวด TOPUP 2000 รับเพิ่ม 1 ขวด สมาชิกบางจากรับเพิ่ม 1 ขวด
